word,stressed_letter,stressed_letter_index
слизать,а,4
слизистый,и,2
слизнуть,у,5
слизняк,я,5
слизывать,и,2
слизь,и,2
слинять,я,4
слипаться,а,4
слипнуться,и,2
слитность,и,2
слиток,и,2
слить,и,2
слиться,и,2
сличать,а,4
сличение,е,4
сличить,и,4
слишком,и,2
слияние,я,3
слобода,а,6
слободка,о,4
слободской,о,8
словарный,а,4
словарь,а,4
словеса,а,6
словесник,е,4
словесность,е,4
словесный,е,4
словечко,е,4
словить,и,4
словно,о,2
словно,о,2
слово,,-1
словоблудие,у,7
словоизменительный,и,10
словом,о,2
словообразование,а,12
словообразовательный,а,12
словоохотливый,о,7
словосочетание,а,10
словоупотребление,е,13
словоформа,о,6
словцо,о,5
слог,о,2
слоган,о,2
сложение,е,4
сложить,и,4
сложиться,и,4
сложнейший,е,5
сложность,о,2
слоистый,и,3
слоиться,и,3
слой,о,2
слойка,о,2
слом,о,2
сломать,а,4
сломаться,а,4
сломить,и,4
слон,о,2
слоник,о,2
слониха,и,4
слоновий,о,4
слоновый,о,4
слоняться,я,4
слопать,о,2
слот,о,2
слуга,а,4
служака,а,4
служанка,а,4
служащий,у,2
служащий,у,2
служба,у,2
служебный,е,4
служение,е,4
служивый,и,4
служивый,и,4
служилый,и,4
служитель,и,4
служительница,и,4
служить,и,4
служиться,и,4
служка,у,2
слукавить,а,4
слупить,и,4
слух,у,2
слуховой,о,6
случаем,у,2
случай,у,2
случайность,а,4
случаться,а,4
случиться,и,4
случка,у,2
слушание,у,2
слушатель,у,2
слушательница,у,2
слушать,у,2
слушаться,у,2
слушок,о,4
слыть,ы,2
слыхать,а,4
слыхивать,ы,2
слышать,ы,2
слышаться,ы,2
слышимость,ы,2
слышимый,ы,2
слышь,ы,2
слюда,а,4
слюдяной,о,6
слюна,а,4
слюни,ю,2
слюнить,и,4
слюнки,ю,2
слюнный,ю,2
слюнтяй,я,5
слюнявить,я,4
слюнявый,я,4
сляб,я,2
слякотный,я,2
слякоть,я,2
смазать,а,2
смазка,а,2
смазливый,и,5
смазочный,а,2
смазывать,а,2
смазываться,а,2
смак,а,2
смакование,а,6
смаковать,а,6
сманить,и,4
смастерить,и,7
сматывать,а,2
сматываться,а,2
смахивать,а,2
смахнуть,у,5
смачивать,а,2
смежить,и,4
смежник,е,2
смекалистый,а,4
смекалка,а,4
смекать,а,4
смекнуть,у,5
смелость,е,2
смельчак,а,6
смена,е,2
сменить,и,4
смениться,и,4
сменный,е,2
сменщик,е,2
сменять,я,4
сменяться,я,4
смерд,е,2
смердеть,е,5
смерить,е,2
смеркаться,а,5
смертник,е,2
смертность,е,2
смертоубийство,и,8
смерть,е,2
смерч,е,2
смеситель,и,4
смести,и,5
сместить,и,5
сместиться,и,5
смесь,е,2
смета,е,2
сметана,а,4
сметанка,а,4
сметать,а,4
сметливый,,-1
сметный,е,2
сметь,е,2
смех,е,2
смеховой,о,6
смехотворно,о,7
смешать,а,4
смешаться,а,4
смешение,е,4
смешивание,е,2
смешивать,е,2
смешиваться,е,2
смешить,и,4
смешливый,и,5
смешно,о,5
смешок,о,4
смещать,а,4
смещаться,а,4
смещение,е,4
смеяться,я,3
СМИ,и,2
смиловаться,и,2
смилостивиться,и,2
сминать,а,4
смирение,е,4
смиренно,е,4
смирительный,и,4
смирить,и,4
смириться,и,4
смирно,и,2
смирять,я,4
смиряться,я,4
смог,о,2
смоделировать,и,6
смокинг,о,2
смоковница,о,4
смола,а,4
смолистый,и,4
смолить,и,4
смолкать,а,5
смолкнуть,о,2
смолоду,о,2
смолчать,а,5
смоляной,о,6
смонтировать,и,5
сморгнуть,у,6
сморить,и,4
сморкаться,а,5
смородина,о,4
смородиновый,о,4
сморозить,о,4
сморчок,о,5
сморщить,о,2
сморщиться,о,2
смотать,а,4
смотаться,а,4
смотр,о,2
смотрение,е,5
смотреть,е,5
смотреться,е,5
смотрины,и,5
смотритель,и,5
смотрительница,и,5
смотровой,о,7
смочить,и,4
смочь,о,2
смрад,а,3
смурной,о,5
смута,у,2
смутить,и,4
смутиться,и,4
смутьян,я,5
смущать,а,4
смущаться,а,4
смущение,е,4
смыв,ы,2
смывать,а,4
смываться,а,4
смывка,ы,2
смыкание,а,4
смыкать,а,4
смыкаться,а,4
смысл,ы,2
смыслить,ы,2
смысловой,о,7
смыть,ы,2
смыться,ы,2
смычка,ы,2
смычок,о,4
смягчать,а,5
смягчаться,а,5
смягчение,е,5
смягчить,и,5
смягчиться,и,5
смятение,е,4
смятый,я,2
смять,я,2
смяться,я,2
снабдить,и,5
снабжать,а,5
снабжаться,а,5
снабженец,е,5
снабжение,е,5
снадобье,а,2
снайпер,а,2
снайперский,а,2
снаружи,у,4
снаряд,я,4
снарядить,и,6
снарядный,я,4
снаряжать,а,6
снаряжаться,а,6
снаряжение,е,6
снасть,а,2
сначала,а,4
снег,е,2
снегирь,и,4
снеговик,и,6
снеговой,о,6
снегопад,а,6
снегоуборочный,о,7
снегоход,о,6
снедать,а,4
снедь,е,2
снежинка,и,4
снежник,и,5
снести,и,5
снестись,и,5
снижать,а,4
снижаться,а,4
снижение,е,4
снизить,и,2
снизиться,и,2
снизойти,и,7
снизу,и,2
сникать,а,4
сникнуть,и,2
снимать,а,4
сниматься,а,4
снимок,и,2
снискать,а,5
снисходительность,и,7
снисходить,и,7
снисхождение,е,8
сниться,и,2
сноб,о,2
снобизм,и,4
снова,о,2
сновать,а,4
сновидение,е,6
сноп,о,2
сноровистый,,-1
сноровка,о,4
сносить,и,4
сноситься,и,4
сноска,о,2
снотворное,о,5
снотворный,о,5
сноуборд,,-1
сноха,а,4
сношение,е,4
снулый,у,2
снюхаться,ю,2
снятие,я,2
снятой,о,4
снять,я,2
сняться,я,2
соавтор,а,2
соавторство,а,2
собака,а,3
собаковод,о,7
собаководство,о,7
собачий,а,3
собачиться,а,3
собачка,а,3
собачник,а,3
собачонка,о,5
собес,е,3
собеседник,е,5
собеседница,е,5
собеседование,е,5
собираемость,а,5
собирание,а,5
собиратель,а,5
собирательство,а,5
собирать,а,5
собираться,а,5
собкор,о,4
соблаговолить,и,10
соблазн,а,4
соблазнитель,и,7
соблазнить,и,7
соблазниться,и,7
соблазнять,я,7
соблазняться,я,7
соблюдать,а,6
соблюдаться,а,6
соблюдение,е,6
соблюсти,и,7
соболезнование,е,5
соболезновать,е,5
соболий,о,3
соболиный,и,5
соболь,о,1
собор,о,3
соборность,о,3
соборный,о,3
собрание,а,4
собранность,о,1
собрат,а,4
собрать,а,4
собраться,а,4
собровец,о,1
собственник,о,1
собственнический,о,1
собственно,о,1
собственно,о,1
собственноручный,у,11
собственность,о,1
собственный,о,1
собутыльник,ы,5
событие,ы,3
событийный,и,5
сова,а,3
совать,а,3
соваться,а,3
совершать,а,6
совершаться,а,6
совершение,е,6
совершенно,е,6
совершеннолетие,е,11
совершеннолетний,е,11
совершенство,е,6
совершенствование,е,6
совершенствовать,е,6
совершенствоваться,е,6
совершить,и,6
совершиться,и,6
совестливость,о,1
совестливый,о,1
совестно,о,1
совесть,о,1
совет,,-1
советник,е,3
советовать,е,3
советоваться,е,3
советчик,е,3
совещание,а,5
совещательный,а,5
совещаться,а,5
совиный,и,3
совка,о,1
совковый,о,4
совладать,а,6
совладелец,е,6
совместимость,и,7
совместимый,и,7
совместительство,и,7
совместить,и,7
совместиться,и,7
совместный,е,4
совмещать,а,6
совмещаться,а,6
совмещение,е,6
совнархоз,о,7
совок,о,3
совокупление,е,8
совокупляться,я,8
совокупность,у,5
совокупный,у,5
совпадать,а,6
совпадение,е,6
совпасть,а,4
совратить,и,6
соврать,а,4
совращать,а,6
совращение,е,6
современник,е,6
современница,е,6
современно,е,6
современность,е,6
совсем,е,4
совхоз,о,4
совхозный,о,4
согласие,а,4
согласительный,и,6
согласиться,и,6
согласная,а,4
согласно,а,4
согласно,а,4
согласование,а,8
согласованно,о,6
согласованность,о,6
согласовать,а,8
согласоваться,а,8
согласовывать,о,6
согласовываться,о,6
соглашаться,а,6
соглашение,е,6
соглядатай,а,6
согнать,а,4
согнутый,о,1
согнуть,у,4
согнуться,у,4
согражданин,и,9
согревать,а,6
согреваться,а,6
согревающий,а,6
согреть,е,4
согреться,е,4
согрешить,и,6
сода,о,1
содействие,е,3
содействовать,е,3
содержание,а,6
содержанка,а,6
содержатель,а,6
содержательность,а,6
содержать,а,6
содержаться,а,6
содержимое,и,6
содеять,е,3
содовый,о,1
содрать,а,4
содрогание,а,6
содрогаться,а,6
содрогнуться,у,7
содружество,,-1
соевый,о,1
соединение,е,6
соединительный,и,6
соединить,и,6
соединиться,и,6
соединять,я,6
соединяться,я,6
сожаление,е,5
сожалеть,е,5
сожжение,е,4
сожитель,и,3
сожительница,и,3
сожительство,и,3
сожительствовать,и,3
сожрать,а,4
созваниваться,а,4
созвать,а,4
созвездие,е,4
созвониться,и,6
созвучие,у,4
создавать,а,6
создаваться,а,6
создание,а,4
создатель,,-1
создать,а,4
создаться,а,4
созерцание,а,6
созерцатель,а,6
созерцательность,а,6
созерцать,а,6
созидание,а,5
созидатель,а,5
созидать,а,5
созидаться,а,5
сознавать,а,6
сознаваться,а,6
сознание,а,4
сознательность,а,4
сознаться,а,4
созревание,а,6
созревать,а,6
созреть,е,4
созыв,ы,3
созывать,а,5
созываться,а,5
соизволение,е,7
соизволить,о,5
соизмеримый,и,7
соизмерять,я,7
соискание,а,5
соискатель,а,5
соитие,и,2
сойка,о,1
сойти,и,4
сойтись,и,4
сок,о,1
сокамерник,а,3
соковыжималка,а,9
сокол,о,3
соколик,о,3
соколиный,и,5
Сократ,а,4
сократить,и,6
сократиться,и,6
сокращать,а,6
сокращаться,а,6
сокращение,е,6
сокровище,о,4
сокровищница,о,4
сокрушать,а,6
сокрушаться,а,6
сокрушающий,а,6
сокрушение,е,6
сокрушить,и,6
сокрытие,ы,4
сокрытый,ы,4
сокрыть,ы,4
сокурсник,у,3
сокурсница,у,3
солгать,а,4
солдат,а,4
солдатик,а,4
солдатка,а,4
солдатня,я,7
солдатский,а,4
солдафон,о,6
солевой,о,5
соление,е,3
соленье,е,3
солидаризироваться,и,9
солидарность,а,5
солидно,и,3
солидность,и,3
солидол,о,5
солировать,и,3
солист,и,3
солистка,и,3
солить,и,3
солнце,,-1
солнцезащитный,и,9
солнышко,о,1
соло,о,1
соло,о,1
соловей,е,5
соловьиный,и,6
солод,о,1
солома,о,3
соломенный,о,3
соломинка,о,3
соломка,о,3
Соломон,о,5
солонина,и,5
солонка,о,3
солоно,о,1
солоноватый,а,7
солончак,а,6
сольный,о,1
солянка,я,3
соляной,о,5
солярий,я,3
солярка,я,3
сома,о,1
соматический,и,5
сомик,о,1
сомкнутый,о,1
сомкнуть,у,5
сомкнуться,у,5
сомлеть,е,4
сомнамбула,а,4
сомнамбулический,и,9
сомневаться,а,6
сомнение,е,4
сомнительность,и,4
соната,а,3
сонет,е,3
сонливость,и,4
сонм,о,1
сонник,о,1
сонный,о,1
соображать,а,7
соображение,е,7
сообразительность,и,7
сообразить,и,7
сообразно,а,5
сообразоваться,а,9
сообща,а,5
сообщать,а,5
сообщаться,а,5
сообщение,е,5
сообщество,,-1
сообщить,и,5
сообщник,о,2
соорудить,и,6
сооружать,а,6
сооружаться,а,6
сооружение,е,6
соосный,о,2
соответственно,е,5
соответственно,е,5
соответственно,е,5
соответствие,е,5
соответствовать,е,5
соответствующий,е,5
соответчик,е,5
соотечественник,е,4
соотечественница,е,4
соотнесение,е,7
соотнести,и,8
соотносить,и,7
соотноситься,и,7
соотношение,е,7
сопение,е,3
сопереживание,а,9
сопереживать,а,9
соперник,е,3
соперница,е,3
соперничать,е,3
соперничество,е,3
сопеть,е,3
сопка,о,1
соплеменник,е,6
сопли,о,1
сопливый,и,4
сопло,о,4
сопля,я,4
сопляк,я,4
сопоставимость,и,8
сопоставимый,и,8
сопоставить,а,6
сопоставление,е,9
сопоставлять,я,9
сопоставляться,я,9
сопрано,а,4
сопредседатель,а,9
сопреть,е,4
соприкасаться,а,8
соприкосновение,е,11
соприкоснуться,у,9
сопричастность,а,6
сопроводительный,и,8
сопроводить,и,8
сопровождать,а,9
сопровождаться,а,9
сопровождающий,а,9
сопровождение,е,9
сопромат,а,6
сопротивление,,-1
сопротивляемость,я,9
сопротивляться,я,9
сопрягать,а,6
сопрягаться,а,6
сопряжение,е,6
сопрячь,я,4
сопутствовать,у,3
сопутствующий,у,3
сор,о,1
соразмерность,е,6
соразмерять,я,8
соратник,а,3
сорбировать,и,4
сорбция,о,1
сорванец,е,6
сорвать,а,4
сорваться,а,4
сорвиголова,а,10
соревнование,а,8
соревновательный,а,8
соревноваться,а,8
сориентировать,и,7
сориентироваться,и,7
соринка,и,3
сорить,и,3
сорняк,я,4
сородич,о,3
сорок,о,1
сорока,о,3
сороковины,и,7
сороковой,о,7
сороконожка,о,7
сорочка,о,3
сорт,о,1
сортамент,а,4
сортимент,е,6
сортир,и,4
сортирный,и,4
сортировать,а,8
сортировка,о,6
сортировочный,о,6
сортовой,о,6
сосание,а,3
сосать,а,3
сосватать,а,4
сосед,е,3
соседка,е,3
соседний,е,3
соседский,е,3
соседство,е,3
соседствовать,е,3
сосенка,о,1
сосиска,и,3
сосисочный,и,3
соска,о,1
соскабливать,а,4
соскакивать,а,4
соскальзывать,а,4
соскользнуть,у,9
соскочить,и,6
соскребать,а,7
соскрести,и,8
соскучиться,у,4
сослать,а,4
сослаться,а,4
сословие,о,4
сослужение,е,6
сослуживец,и,6
сослуживица,и,6
сослужить,и,6
сосна,а,4
сосновый,о,4
соснуть,у,4
сосняк,я,4
сособственник,о,3
сосок,о,3
сосочек,о,3
сосредотачиваться,а,8
сосредоточение,о,8
сосредоточенно,о,8
сосредоточенность,о,8
сосредоточивать,о,8
сосредоточиваться,о,8
сосредоточить,о,8
сосредоточиться,о,8
состав,а,4
составитель,и,6
составить,а,4
составиться,а,4
составление,е,7
составлять,я,7
составляться,я,7
составляющая,я,7
составной,о,7
состарить,а,4
состариться,а,4
состояние,я,5
состоятельность,я,5
состоять,я,5
состояться,я,5
сострадание,а,7
сострадать,а,7
сострить,и,5
состричь,и,5
состроить,о,5
состряпать,я,5
состыковать,а,8
состязание,а,6
состязательность,а,6
состязательный,а,6
состязаться,а,6
сосуд,у,3
сосудик,у,3
сосудистый,у,3
сосулька,у,3
сосунок,о,5
сосуществование,а,11
сосуществовать,а,11
сосущий,у,3
сосчитать,а,6
сотворение,е,6
сотворить,и,6
сотворчество,о,4
сотейник,е,3
сотенный,о,1
сотка,о,1
соткать,а,4
сотник,о,1
сотня,о,1
сотоварищ,а,5
сотовый,о,1
сотрапезник,е,6
сотрудник,у,4
сотрудница,у,4
сотрудничать,у,4
сотрудничество,у,4
сотрясать,а,6
сотрясаться,а,6
сотрясение,е,6
сотрясти,и,7
сотый,о,1
соус,о,1
соучаствовать,а,4
соучастие,а,4
соучастник,а,4
соучастница,а,4
соученик,и,6
соучредитель,и,7
софа,а,3
софизм,и,3
софистика,и,3
софит,и,3
София,и,3
софт,о,1
Софья,о,1
соха,а,3
сохнуть,о,1
сохранение,е,6
сохранить,и,6
сохраниться,и,6
сохранность,а,4
сохранять,я,6
сохраняться,я,6
соцветие,е,4
социализация,а,8
социализм,и,6
социалист,и,6
социалистический,и,9
социальный,а,4
социокультурный,у,10
социолог,о,4
социологический,и,8
социология,о,6
социум,о,1
соцкультбыт,ы,9
соцлагерь,а,4
соцреализм,и,7
соцсоревнование,а,11
соцстрана,а,8
сочельник,е,3
сочетаемость,а,5
сочетание,а,5
сочетать,а,5
сочетаться,а,5
сочинение,е,5
сочинитель,и,5
сочинительство,и,5
сочинить,и,5
сочинять,я,5
сочиняться,я,5
сочиться,и,3
сочленение,е,6
сочность,о,1
сочувственно,у,3
сочувствие,у,3
сочувствовать,у,3
сочувствующий,у,3
сошествие,е,3
сошка,о,1
сошник,и,4
сощурить,у,3
сощуриться,у,3
союз,ю,2
союзник,ю,2
союзница,ю,2
союзнический,ю,2
союзный,ю,2
соя,о,1
спагетти,е,4
спад,а,2
спадать,а,4
спазм,а,2
спаивать,а,2
спайка,а,2
спаленка,а,2
спалить,и,4
спальник,а,2
спальня,а,2
спаниель,е,5
спаржа,а,2
спаривание,а,2
спарить,а,2
спарринг,а,2
Спартак,а,5
спартакиада,а,8
спартаковец,а,5
спартанец,а,5
спартанский,а,5
спасатель,а,4
спасательный,а,4
спасать,а,4
спасаться,а,4
спасение,е,4
спасибо,и,4
спасибо,и,4
спасибо,и,4
спаситель,,-1
спасительница,и,4
спасовать,а,6
спассеровать,а,9
спасти,и,5
спастись,и,5
спасть,а,2
спать,а,2
спаться,а,2
спаять,я,3
спевка,е,2
спекание,а,4
спектакль,а,5
спектр,е,2
спектральный,а,6
спектроскопия,и,11
спекулировать,и,6
спекулянт,я,6
спекулянтка,я,6
спекуляция,я,6
спеленать,а,6
спелеолог,о,5
спелеологический,и,9
спелеология,о,7
спелость,е,2
сперва,а,5
спереди,е,2
спереть,е,4
сперма,е,2
сперматозоид,о,9
спесивый,и,4
спесь,е,2
спеть,е,2
спеться,е,2
спех,е,2
спец,е,2
спецвыпуск,ы,5
спецгруппа,у,6
спецзаказ,а,7
специализация,а,9
специализировать,и,9
специализироваться,и,9
специалист,и,7
специалистка,и,7
специальность,а,5
специфика,и,4
спецификация,а,8
специфический,и,6
специфичность,и,6
специя,е,2
спецкор,о,5
спецкурс,у,5
спецназ,а,5
спецназовец,а,5
спецназовский,а,5
спецовка,о,4
спецодежда,е,6
спецоперация,а,8
спецотдел,е,7
спецподразделение,е,13
спецпредставитель,и,12
спецрейс,е,5
спецсигнал,а,8
спецтехника,е,5
спецхран,а,6
спецшкола,о,6
спецэффект,е,7
спечься,е,2
спешить,и,4
спешиться,е,2
спешка,е,2
спиваться,а,4
СПИД,и,2
спидвей,е,5
спидометр,о,4
спикер,и,2
спикировать,и,4
спилить,и,4
спин,и,2
спина,а,4
спинка,и,2
спиннинг,и,2
спинной,о,5
спираль,а,4
спиральный,а,4
спирея,е,4
спиритизм,и,6
спиритический,и,6
спирт,и,2
спиртзавод,о,8
спиртной,о,6
спиртовка,о,5
спиртовой,о,7
списание,а,4
списать,а,4
списаться,а,4
список,и,2
списочный,и,2
списывать,и,2
списываться,и,2
спиться,и,2
спихивать,и,2
спихнуть,у,5
спица,и,2
спич,и,2
спичечный,и,2
спичка,и,2
спичрайтер,а,5
сплав,а,3
сплавать,а,3
сплавить,а,3
сплавиться,а,3
сплавлять,я,6
сплавляться,я,6
сплавщик,а,3
спланировать,,-1
сплачивать,а,3
сплачиваться,а,3
сплести,и,6
сплестись,и,6
сплетать,а,5
сплетаться,а,5
сплетение,е,5
сплетник,е,3
сплетница,е,3
сплетничать,е,3
сплетня,е,3
сплеча,а,5
сплин,и,3
сплотить,и,5
сплотиться,и,5
сплоховать,а,7
сплочение,е,5
сплошной,о,6
сплошь,о,3
сплыть,ы,3
сплюнуть,ю,3
сплюснутый,ю,3
сплющить,ю,3
сплясать,а,5
сподвижник,и,5
сподобить,о,4
сподобиться,о,4
спозаранку,а,6
споить,и,3
спокой,о,4
спокойствие,о,4
споласкивать,а,4
сползание,а,5
сползать,а,5
сползти,и,6
сполна,а,5
сполоснуть,у,7
сполох,о,2
спонсировать,и,5
спонсор,о,2
спонсорский,о,2
спонсорство,о,2
спонтанно,а,5
спонтанность,а,5
спор,о,2
спорадический,и,6
спорить,о,2
спориться,,-1
спороть,о,4
спорт,о,2
спортзал,а,6
спортивность,и,5
спортинвентарь,а,11
спортклуб,у,7
спорткомитет,е,10
спорткомплекс,о,6
спортплощадка,а,9
спортсмен,е,7
спортсменка,е,7
спорщик,о,2
способ,о,2
способность,о,4
способствовать,о,4
споткнуться,у,6
спотыкаться,а,6
спохватиться,и,7
спохватываться,а,5
справедливость,и,8
справедливый,и,8
справить,а,3
справиться,а,3
справка,а,3
справлять,я,6
справляться,я,6
справочка,а,3
справочная,а,3
справочник,а,3
справочный,а,3
спрайт,а,3
спрашивать,а,3
спрашиваться,а,3
спрей,е,3
спрессовать,а,8
спринт,и,3
спринтер,и,3
спринтерский,и,3
спровадить,а,5
спровоцировать,и,7
спрогнозировать,и,8
спроектировать,и,7
спроецировать,и,6
спрос,о,3
спросить,и,5
спроситься,и,5
спросонок,о,5
спросонья,о,5
спружинить,и,5
спрут,у,3
спрыгивать,ы,3
спрыгнуть,ы,3
спрятать,я,3
спрятаться,я,3
спугнуть,у,5
спуд,у,2
спускаемый,а,5
спускать,а,5
спускаться,а,5
спусковой,о,7
спустить,и,5
спуститься,и,5
спустя,я,5
спутать,у,2
спутаться,у,2
спутник,у,2
спутниковый,у,2
спутница,у,2
спятить,я,2
спячка,я,2
спящий,я,2
спящий,я,2
срабатывание,а,4
срабатывать,а,4
сработать,о,4
сработаться,о,4
сравнение,е,5
сравнивать,а,2
сравниваться,а,2
сравнимый,и,5
сравнительно,и,5
сравнительный,и,5
сравнить,и,5
сравниться,и,5
сравнять,я,5
сравняться,я,5
сражаться,а,4
сражение,е,4
сразить,и,4
сразиться,и,4
сразу,а,2
срам,а,2
срамной,о,5
срамота,а,6
срастание,а,5
срастаться,а,5
срастись,и,5
срастить,и,5
сращение,е,4
сращивание,а,2
среагировать,и,5
сребреник,е,2
средина,и,4
средне,е,2
среднеазиатский,а,9
средневековый,о,9
средневзвешенный,е,9
средневозрастной,о,14
средневолжский,о,7
среднегодовой,о,11
среднедушевой,о,11
среднеевропейский,е,11
среднемесячный,е,7
среднемировой,о,11
средненький,е,2
среднерусский,у,7
среднесписочный,и,8
среднесрочный,о,8
среднестатистический,и,13
среднесуточный,у,7
средний,е,2
средостение,е,7
средоточие,о,6
средство,е,2
срежиссировать,и,7
срез,е,2
срезать,е,2
срезаться,е,2
срезка,е,2
сретение,,-1
срисовать,а,6
сровнять,я,5
сродни,и,5
сродни,и,5
сродниться,и,5
сродство,о,7
сроду,о,2
срок,о,2
срочник,о,2
срочность,о,2
сруб,у,2
срубать,а,4
срубить,и,4
срыв,ы,2
срывать,а,4
срываться,а,4
ссадина,а,2
ссадить,и,4
ссора,о,2
ссорить,о,2
ссориться,о,2
ссохнуться,о,2
ссуда,у,2
ссудить,и,4
ссутулиться,у,4
ссылать,а,4
ссылаться,а,4
ссылка,ы,2
ссыльный,ы,2
ссыльный,ы,2
ссыпать,ы,2
ссыпаться,ы,2
стабилизатор,а,8
стабилизационный,о,11
стабилизация,а,8
стабилизировать,и,8
стабилизироваться,и,8
стабильность,и,4
ставень,а,2
ставить,а,2
ставиться,а,2
ставка,,-1
ставленник,а,2
стагнация,а,5
стадион,о,5
стадия,а,2
стадный,а,2
стадо,а,2
стаж,а,2
стажироваться,,-1
стажировка,о,6
стайер,а,2
стайка,а,2
стакан,а,4
стаканчик,а,4
сталагмит,и,7
сталактит,и,7
сталевар,а,6
сталелитейный,е,8
сталеплавильный,и,9
сталинизм,и,6
сталинист,и,6
сталинистский,и,6
сталинщина,а,2
сталкер,а,2
сталкивать,а,2
сталкиваться,а,2
сталь,а,2
стальной,о,6
стамеска,е,4
стан,а,2
стандарт,а,5
стандартизация,а,10
станина,и,4
Станислав,а,7
Станиславский,а,7
станица,и,4
станичник,и,4
станичный,и,4
станковый,о,5
станкостроительный,и,10
становиться,и,6
становление,е,7
становой,о,6
станок,о,4
станс,а,2
станцевать,а,7
станционный,о,6
станция,а,2
стапель,а,2
старание,а,4
старатель,а,4
старательность,а,4
стараться,а,4
старейший,е,4
старейшина,е,4
старение,е,4
старенький,а,2
стареть,е,4
старец,а,2
старик,а,2
старикан,а,6
старикашка,а,6
стариковский,о,6
старина,а,6
старинка,и,4
старинный,и,4
старить,а,2
стариться,а,2
старица,а,2
старичок,о,6
старка,а,2
староватый,а,6
старовер,е,6
стародавний,а,6
старожил,и,6
старомосковский,о,9
старообрядец,я,8
старообрядческий,я,8
старообрядчество,я,8
старосветский,е,7
старославянский,я,9
старослужащий,у,7
староста,а,2
старость,а,2
старпом,о,5
старт,а,2
стартер,а,2
стартовать,а,7
стартовый,а,2
старуха,у,4
старухин,у,4
старушенция,е,6
старушечий,у,4
старушка,у,4
старушонка,о,6
старческий,а,2
старчество,а,2
старшеклассник,а,8
старшеклассница,а,8
старшекурсник,у,7
старшенький,а,2
старшина,а,7
старшинство,о,10
старшой,о,5
стаскивать,а,2
статейка,е,4
статика,а,2
статист,и,4
статистик,и,4
статистика,и,4
статистический,и,7
статический,и,4
статичность,и,4
статус,а,2
статусный,а,2
статут,у,4
статуэтка,э,5
статуя,а,2
статься,а,2
статья,я,5
стахановец,а,4
стационар,а,7
стационарный,а,7
стачка,а,2
стащить,и,4
стая,а,2
стаять,а,2
ствол,о,3
ствольный,о,3
створ,о,3
створка,о,3
стеариновый,и,5
стебель,е,2
стегать,а,4
стегнуть,у,5
стежок,о,4
стезя,я,4
стейк,е,2
стек,е,2
стекать,а,4
стекаться,а,4
стекленеть,е,7
стекло,о,5
стекловолокно,о,12
стеклодув,у,7
стеклоочиститель,и,11
стеклопакет,е,9
стеклопластик,а,8
стеклопластиковый,а,8
стеклотара,а,7
стеклянный,я,5
стеклярус,я,5
стекляшка,я,5
стекольный,о,4
стекольщик,о,4
стела,е,2
стелить,и,4
стелиться,и,4
Стелла,е,2
стеллаж,а,5
стеллажный,а,5
стелька,е,2
стелющийся,е,2
стемнеть,е,5
стена,а,4
стенание,а,4
стенать,а,4
стенгазета,е,7
стенд,е,2
стендовый,е,2
стенка,е,2
стенной,о,5
стеновой,о,6
стенограмма,а,7
стенографистка,и,9
стенокардия,и,9
стеночка,е,2
степ,е,2
Степан,а,4
степень,е,2
степной,о,5
степняк,я,5
степь,е,2
стерва,е,2
стервец,е,5
стервятник,я,5
стереосистема,е,10
стереоскопический,и,10
стереотип,и,7
стереотруба,а,10
стереть,е,4
стереться,е,4
стеречь,е,4
стержень,е,2
стержневой,о,8
стерилизация,а,8
стерилизовать,а,10
стерильность,и,4
стерлинг,е,2
стерлядка,я,5
стерлядь,е,2
стерня,я,5
стероидный,о,4
стерпеть,е,5
стесать,а,4
стеснение,е,5
стеснительность,и,5
стеснить,и,5
стеснять,я,5
стесняться,я,5
стетоскоп,о,7
стехиометрический,и,10
стечение,е,4
стечь,е,2
стикер,и,2
стилевой,о,6
стилет,е,4
стилизация,а,6
стилизовать,а,8
стилист,и,4
стилистика,и,4
стилистический,и,7
стиль,и,2
стиляга,я,4
стимул,и,2
стимулирование,и,6
стимулировать,и,6
стимулироваться,и,6
стимулятор,я,6
стимуляция,я,6
стингер,и,2
стипендиальный,а,8
стипендиат,а,8
стипендия,е,4
стиральный,а,4
стирание,а,4
стираный,и,2
стирать,а,4
стираться,а,4
стирка,и,2
стискивать,и,2
стиснуть,и,2
стих,и,2
стихать,а,4
стихи,и,4
стихийность,и,4
стихира,и,4
стихия,и,4
стихнуть,и,2
стиховой,о,6
стихосложение,е,9
стихотворение,е,9
стихотворец,о,7
стихотворный,о,7
стишок,о,4
стланик,а,3
стлаться,а,3
сто,о,2
стог,о,2
стоеросовый,о,5
стожок,о,4
стоик,о,2
стоимостный,о,2
стоимость,о,2
стоить,о,2
стоицизм,и,5
стоический,и,3
стойбище,о,2
стойка,о,2
стойкость,о,2
стойло,о,2
стоймя,я,5
сток,о,2
стократ,а,5
стол,о,2
столб,о,2
столбенеть,е,7
столбец,е,5
столбик,о,2
столбняк,я,6
столбовой,о,7
столешница,е,4
столик,о,2
столица,и,4
столичный,и,4
столкновение,е,8
столкнуть,у,6
столкнуться,у,6
столковаться,а,7
столоваться,а,6
столовая,о,4
столовка,о,4
столовский,о,4
столовый,о,4
столоначальник,а,8
столп,о,2
столпиться,и,5
столпник,,-1
столпотворение,е,10
столь,о,2
стольник,о,2
стольный,о,2
столяр,я,4
столярка,я,4
